configure: size variance = 0.800000,1.200000
configure: width variance = 0.800000,1.600000
configure: angle variance = 0.000000,360.000000
tree: Dream Palm 1_LOD2.bin; pos=4995.32, 5.18, -4258.35; angle = 0; size = 1.0
tree: Dream Palm 3_LOD2.bin; pos=-1799.770, 5.200, 11883.080; angle = 153; size = 0.330
tree: Dream Palm 2_LOD2.bin; pos=-1711.250, 5.480, 11840.990; angle = 23; size = 0.310
tree: Dream Palm 1_LOD2.bin; pos=-1697.380, 5.500, 11834.960; angle = 80; size = 0.350
tree: Dream Palm 1_LOD2.bin; pos=-1690.650, 5.500, 11831.500; angle = 0; size = 0.360
tree: Dream Palm 2_LOD2.bin; pos=-1679.200, 5.490, 11821.720; angle = 281; size = 0.310
tree: Dream Palm 1_LOD2.bin; pos=-1672.760, 5.480, 11817.920; angle = 0; size = 0.370
tree: Dream Palm 3_LOD2.bin; pos=-1754.570, 5.150, 11869.650; angle = 0; size = 0.450
tree: Dream Palm 3_LOD2.bin; pos=-1742.940, 5.400, 11858.400; angle = 313; size = 0.430
tree: Dream Palm 2_LOD2.bin; pos=-1821.120, 5.210, 11834.350; angle = 40; size = 0.340
tree: Dream Palm 3_LOD2.bin; pos=-2174.800, 5.440, 12007.800; angle = 0; size = 0.310
tree: Dream Palm 1_LOD2.bin; pos=-2145.800, 4.710, 11993.010; angle = 0; size = 0.370
tree: Dream Palm 2_LOD2.bin; pos=-2080.270, 4.280, 11961.450; angle = 0; size = 0.450
tree: Dream Palm 2_LOD2.bin; pos=-2169.550, 5.380, 12068.290; angle = 0; size = 0.330
tree: Dream Palm 3_LOD2.bin; pos=-2033.670, 4.360, 12002.250; angle = 151; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=-2146.720, 4.460, 11984.670; angle = 119; size = 0.360
tree: Dream Palm 1_LOD2.bin; pos=-2041.960, 4.120, 12011.540; angle = 195; size = 0.310
tree: Dream Palm 1_LOD2.bin; pos=-2161.320, 5.650, 12054.680; angle = 0; size = 0.330
tree: Dream Palm 2_LOD2.bin; pos=-2069.610, 4.320, 11959.110; angle = 0; size = 0.420
tree: Dream Palm 3_LOD2.bin; pos=-2036.120, 4.370, 11993.190; angle = 0; size = 0.350
tree: Dream Palm 2_LOD2.bin; pos=-2152.990, 4.860, 11996.820; angle = 132; size = 0.360
tree: Dream Palm 3_LOD2.bin; pos=907.850, -0.880, -1152.840; angle = 0; size = 0.410
tree: Dream Palm 1_LOD2.bin; pos=973.080, -1.660, -1089.490; angle = 0; size = 0.410
tree: Dream Palm 1_LOD2.bin; pos=2345.910, 4.370, -2392.960; angle = 0; size = 0.300
tree: Dream Palm 3_LOD2.bin; pos=2384.650, 4.420, -2434.020; angle = 194; size = 0.400
tree: Dream Palm 2_LOD2.bin; pos=2359.880, 4.350, -2408.250; angle = 0; size = 0.340
tree: Dream Palm 2_LOD2.bin; pos=2343.230, 2.910, -2398.250; angle = 113; size = 0.310
tree: Dream Palm 2_LOD2.bin; pos=2333.960, 1.230, -2396.650; angle = 0; size = 0.440
tree: Dream Palm 1_LOD2.bin; pos=2372.100, 4.700, -2419.400; angle = 162; size = 0.400
tree: Dream Palm 2_LOD2.bin; pos=2405.010, 2.790, -2454.150; angle = 10; size = 0.350
tree: Dream Palm 1_LOD2.bin; pos=2371.170, 0.930, -2513.770; angle = 0; size = 0.450
tree: Dream Palm 3_LOD2.bin; pos=2323.710, 0.940, -2474.110; angle = 114; size = 0.390
tree: Dream Palm 1_LOD2.bin; pos=2312.690, 1.120, -2465.600; angle = 0; size = 0.420
tree: Dream Palm 1_LOD2.bin; pos=2301.460, 1.720, -2458.810; angle = 0; size = 0.440
tree: Dream Palm 2_LOD2.bin; pos=2277.020, 0.820, -2437.590; angle = 207; size = 0.440
tree: Dream Palm 2_LOD2.bin; pos=964.830, 5.570, -387.320; angle = 0; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=953.650, -0.110, -609.180; angle = 297; size = 0.450
tree: Dream Palm 1_LOD2.bin; pos=955.210, -0.580, -699.540; angle = 288; size = 0.420
tree: Dream Palm 1_LOD2.bin; pos=880.990, 6.620, -599.350; angle = 252; size = 0.360
tree: Dream Palm 2_LOD2.bin; pos=880.640, 6.700, -717.310; angle = 0; size = 0.360
tree: Dream Palm 1_LOD2.bin; pos=998.440, 0.660, -1318.760; angle = 206; size = 0.390
tree: Dream Palm 2_LOD2.bin; pos=1053.920, 2.010, -1269.820; angle = 0; size = 0.330
tree: Dream Palm 2_LOD2.bin; pos=1040.190, -1.560, -1257.660; angle = 310; size = 0.410
tree: Dream Palm 3_LOD2.bin; pos=1126.420, -5.000, -1438.100; angle = 0; size = 0.400
tree: Dream Palm 2_LOD2.bin; pos=1163.040, -0.390, -1390.260; angle = 106; size = 0.420
tree: Dream Palm 2_LOD2.bin; pos=1096.490, -2.210, -1323.490; angle = 0; size = 0.370
tree: Dream Palm 3_LOD2.bin; pos=883.840, 3.210, -928.830; angle = 104; size = 0.310
tree: Dream Palm 2_LOD2.bin; pos=885.400, 2.200, -958.980; angle = 0; size = 0.320
tree: Dream Palm 2_LOD2.bin; pos=2238.030, 4.430, -2316.160; angle = 308; size = 0.390
tree: Dream Palm 3_LOD2.bin; pos=2256.430, 7.540, -2308.110; angle = 0; size = 0.430
tree: Dream Palm 3_LOD2.bin; pos=2271.810, 5.750, -2325.560; angle = 123; size = 0.410
tree: Dream Palm 1_LOD2.bin; pos=2286.320, 5.250, -2335.740; angle = 309; size = 0.420
tree: Dream Palm 1_LOD2.bin; pos=1157.990, -3.830, -1466.350; angle = 272; size = 0.410
tree: Dream Palm 3_LOD2.bin; pos=1165.310, -2.610, -1473.660; angle = 0; size = 0.340
tree: Dream Palm 1_LOD2.bin; pos=1213.500, 5.510, -1510.890; angle = 0; size = 0.320
tree: Dream Palm 1_LOD2.bin; pos=1232.130, 9.100, -1532.780; angle = 123; size = 0.310
tree: Dream Palm 3_LOD2.bin; pos=1230.790, 7.300, -1526.460; angle = 348; size = 0.450
tree: Dream Palm 1_LOD2.bin; pos=1237.440, 6.460, -1529.460; angle = 0; size = 0.450
tree: Dream Palm 1_LOD2.bin; pos=1269.860, 5.840, -1486.860; angle = 0; size = 0.400
tree: Dream Palm 3_LOD2.bin; pos=1207.900, 1.290, -1427.920; angle = 0; size = 0.450
tree: Dream Palm 3_LOD2.bin; pos=888.240, -0.950, -1034.420; angle = 336; size = 0.350
tree: Dream Palm 3_LOD2.bin; pos=963.690, 4.920, -402.380; angle = 0; size = 0.310
tree: Dream Palm 3_LOD2.bin; pos=962.740, 4.570, -409.870; angle = 0; size = 0.320
tree: Dream Palm 2_LOD2.bin; pos=960.010, 4.250, -500.140; angle = 0; size = 0.320
tree: Dream Palm 1_LOD2.bin; pos=955.860, 0.770, -565.990; angle = 287; size = 0.450
tree: Dream Palm 3_LOD2.bin; pos=881.580, 4.380, -433.320; angle = 0; size = 0.390
tree: Dream Palm 3_LOD2.bin; pos=962.060, 5.650, -477.590; angle = 165; size = 0.330
tree: Dream Palm 2_LOD2.bin; pos=878.400, 5.780, 215.440; angle = 23; size = 0.410
tree: Dream Palm 3_LOD2.bin; pos=879.630, 5.800, 185.230; angle = 0; size = 0.360
tree: Dream Palm 2_LOD2.bin; pos=881.820, 5.720, 155.110; angle = 0; size = 0.360
tree: Dream Palm 1_LOD2.bin; pos=882.420, 6.310, -10.840; angle = 0; size = 0.360
tree: Dream Palm 3_LOD2.bin; pos=908.010, 5.140, 203.290; angle = 273; size = 0.380
tree: Dream Palm 3_LOD2.bin; pos=3430.390, -0.150, 4449.580; angle = 0; size = 0.620
tree: Dream Palm 1_LOD2.bin; pos=3427.410, -0.210, 4447.260; angle = 85; size = 0.500
tree: Dream Palm 2_LOD2.bin; pos=3388.960, -0.010, 4417.150; angle = 132; size = 0.550
tree: Dream Palm 1_LOD2.bin; pos=3344.850, -0.130, 4468.730; angle = 0; size = 0.630
tree: Dream Palm 2_LOD2.bin; pos=3341.610, -0.000, 4461.240; angle = 0; size = 0.640
tree: Dream Palm 1_LOD2.bin; pos=3337.530, -0.000, 4454.150; angle = 218; size = 0.550
tree: Dream Palm 3_LOD2.bin; pos=3318.160, -0.240, 4428.030; angle = 34; size = 0.630
tree: Dream Palm 2_LOD2.bin; pos=3311.900, -0.610, 4422.850; angle = 54; size = 0.510
tree: Dream Palm 3_LOD2.bin; pos=3416.890, 1.500, 4547.990; angle = 271; size = 0.650
tree: Dream Palm 1_LOD2.bin; pos=3427.310, 1.570, 4566.140; angle = 224; size = 0.640
tree: Dream Palm 1_LOD2.bin; pos=3417.240, -0.470, 4428.710; angle = 300; size = 0.620
tree: Dream Palm 1_LOD2.bin; pos=3510.910, 2.160, 4754.550; angle = 0; size = 0.500
tree: Dream Palm 2_LOD2.bin; pos=3508.630, 2.170, 4748.860; angle = 53; size = 0.650
tree: Dream Palm 1_LOD2.bin; pos=3503.250, 2.160, 4737.880; angle = 0; size = 0.670
tree: Dream Palm 3_LOD2.bin; pos=3493.340, 2.100, 4722.420; angle = 314; size = 0.450
tree: Dream Palm 1_LOD2.bin; pos=3571.900, 1.870, 4666.490; angle = 2; size = 0.460
tree: Dream Palm 1_LOD2.bin; pos=3560.970, 1.950, 4654.000; angle = 0; size = 0.600
tree: Dream Palm 2_LOD2.bin; pos=3554.000, 1.930, 4643.610; angle = 0; size = 0.490
tree: Dream Palm 3_LOD2.bin; pos=3550.620, 1.880, 4636.050; angle = 0; size = 0.570
tree: Dream Palm 1_LOD2.bin; pos=3521.980, 1.800, 4590.340; angle = 0; size = 0.510
tree: Dream Palm 3_LOD2.bin; pos=3518.470, 1.790, 4586.560; angle = 108; size = 0.450
tree: Dream Palm 1_LOD2.bin; pos=3515.270, 1.760, 4582.500; angle = 0; size = 0.540
tree: Dream Palm 2_LOD2.bin; pos=3503.770, 1.670, 4565.290; angle = 19; size = 0.560
tree: Dream Palm 2_LOD2.bin; pos=3501.060, 1.640, 4560.870; angle = 270; size = 0.630
tree: Dream Palm 2_LOD2.bin; pos=3496.010, 1.620, 4551.810; angle = 128; size = 0.520
tree: Dream Palm 1_LOD2.bin; pos=3492.020, 1.510, 4542.290; angle = 107; size = 0.640
tree: Dream Palm 3_LOD2.bin; pos=3433.590, 1.610, 4578.540; angle = 0; size = 0.620
tree: Dream Palm 3_LOD2.bin; pos=3419.980, 1.670, 4608.910; angle = 0; size = 0.460
tree: Dream Palm 2_LOD2.bin; pos=4050.820, 2.090, 5454.410; angle = 144; size = 0.590
tree: Dream Palm 1_LOD2.bin; pos=3952.370, 2.260, 5442.680; angle = 0; size = 0.480
tree: Dream Palm 2_LOD2.bin; pos=3938.870, 2.650, 5275.460; angle = 346; size = 0.510
tree: Dream Palm 1_LOD2.bin; pos=4040.890, 2.220, 5404.460; angle = 16; size = 0.460
tree: Dream Palm 3_LOD2.bin; pos=4035.170, 2.250, 5395.180; angle = 342; size = 0.520
tree: Dream Palm 3_LOD2.bin; pos=4029.490, 2.270, 5385.950; angle = 91; size = 0.530
tree: Dream Palm 1_LOD2.bin; pos=4026.660, 2.290, 5381.310; angle = 0; size = 0.560
tree: Dream Palm 1_LOD2.bin; pos=4023.820, 2.300, 5376.660; angle = 0; size = 0.620
tree: Dream Palm 1_LOD2.bin; pos=4020.950, 2.320, 5372.040; angle = 127; size = 0.470
tree: Dream Palm 1_LOD2.bin; pos=4018.050, 2.330, 5367.450; angle = 0; size = 0.570
tree: Dream Palm 3_LOD2.bin; pos=4528.680, 1.370, 6454.730; angle = 0; size = 0.650
tree: Dream Palm 2_LOD2.bin; pos=4587.790, 0.730, 6432.050; angle = 0; size = 0.660
tree: Dream Palm 2_LOD2.bin; pos=4489.550, -2.350, 6346.000; angle = 59; size = 0.610
tree: Dream Palm 3_LOD2.bin; pos=4586.990, 1.590, 6444.580; angle = 0; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=3914.500, 2.780, 5233.470; angle = 1; size = 0.570
tree: Dream Palm 3_LOD2.bin; pos=3868.830, 2.770, 5266.190; angle = 25; size = 0.580
tree: Dream Palm 2_LOD2.bin; pos=3862.790, 2.800, 5255.520; angle = 113; size = 0.450
tree: Dream Palm 2_LOD2.bin; pos=3861.260, 2.830, 5243.770; angle = 0; size = 0.630
tree: Dream Palm 3_LOD2.bin; pos=3857.590, 2.840, 5238.500; angle = 0; size = 0.560
tree: Dream Palm 1_LOD2.bin; pos=3850.230, 2.880, 5228.060; angle = 0; size = 0.460
tree: Dream Palm 3_LOD2.bin; pos=3820.850, 3.210, 5094.980; angle = 0; size = 0.530
tree: Dream Palm 2_LOD2.bin; pos=3583.750, 2.760, 4723.060; angle = 0; size = 0.600
tree: Dream Palm 1_LOD2.bin; pos=3702.750, 2.860, 4872.990; angle = 130; size = 0.630
tree: Dream Palm 2_LOD2.bin; pos=3637.170, 2.090, 4769.400; angle = 208; size = 0.460
tree: Dream Palm 2_LOD2.bin; pos=3613.630, 3.270, 4776.500; angle = 0; size = 0.470
tree: Dream Palm 3_LOD2.bin; pos=3621.750, 2.870, 4929.580; angle = 0; size = 0.570
tree: Dream Palm 1_LOD2.bin; pos=3616.480, 2.840, 4919.330; angle = 0; size = 0.600
tree: Dream Palm 2_LOD2.bin; pos=3596.140, 2.710, 4884.460; angle = 0; size = 0.520
tree: Dream Palm 2_LOD2.bin; pos=3586.540, 2.650, 4870.060; angle = 125; size = 0.660
tree: Dream Palm 1_LOD2.bin; pos=3579.150, 2.620, 4861.250; angle = 0; size = 0.520
tree: Dream Palm 2_LOD2.bin; pos=3566.640, 2.550, 4841.900; angle = 329; size = 0.590
tree: Dream Palm 1_LOD2.bin; pos=3600.860, 3.050, 4753.890; angle = 219; size = 0.520
tree: Dream Palm 2_LOD2.bin; pos=3607.260, 3.140, 4765.030; angle = 0; size = 0.460
tree: Dream Palm 3_LOD2.bin; pos=3610.390, 3.050, 4767.950; angle = 0; size = 0.530
tree: Dream Palm 3_LOD2.bin; pos=3656.880, 2.600, 4800.840; angle = 0; size = 0.550
tree: Dream Palm 2_LOD2.bin; pos=4477.820, -1.170, 6319.350; angle = 0; size = 0.620
tree: Dream Palm 3_LOD2.bin; pos=4419.110, 3.070, 6181.960; angle = 0; size = 0.490
tree: Dream Palm 3_LOD2.bin; pos=4413.270, 3.260, 6169.040; angle = 32; size = 0.480
tree: Dream Palm 2_LOD2.bin; pos=4455.530, 0.850, 6260.240; angle = 348; size = 0.470
tree: Dream Palm 3_LOD2.bin; pos=4335.680, 3.730, 6024.760; angle = 0; size = 0.510
tree: Dream Palm 3_LOD2.bin; pos=4459.170, 3.960, 6076.760; angle = 21; size = 0.500
tree: Dream Palm 3_LOD2.bin; pos=4452.450, 3.980, 6065.590; angle = 22; size = 0.540
tree: Dream Palm 1_LOD2.bin; pos=4442.850, 4.060, 6048.540; angle = 0; size = 0.600
tree: Dream Palm 1_LOD2.bin; pos=4439.770, 4.100, 6042.820; angle = 0; size = 0.600
tree: Dream Palm 2_LOD2.bin; pos=4466.260, 4.020, 6087.660; angle = 0; size = 0.550
tree: Dream Palm 1_LOD2.bin; pos=905.450, 6.160, 747.210; angle = 121; size = 0.450
tree: Dream Palm 3_LOD2.bin; pos=905.100, 6.110, 731.050; angle = 181; size = 0.510
tree: Dream Palm 3_LOD2.bin; pos=902.810, 6.040, 707.900; angle = 0; size = 0.600
tree: Dream Palm 1_LOD2.bin; pos=911.060, 6.440, 1411.610; angle = 0; size = 0.500
tree: Dream Palm 3_LOD2.bin; pos=956.000, 6.580, 1339.210; angle = 0; size = 0.460
tree: Dream Palm 3_LOD2.bin; pos=953.930, 6.850, 1326.760; angle = 271; size = 0.530
tree: Dream Palm 1_LOD2.bin; pos=953.390, 6.970, 1318.400; angle = 58; size = 0.560
tree: Dream Palm 2_LOD2.bin; pos=953.220, 7.050, 1310.000; angle = 0; size = 0.620
tree: Dream Palm 2_LOD2.bin; pos=954.780, 6.990, 1297.500; angle = 275; size = 0.620
tree: Dream Palm 3_LOD2.bin; pos=955.860, 6.900, 1293.460; angle = 17; size = 0.490
tree: Dream Palm 1_LOD2.bin; pos=957.040, 6.500, 1343.290; angle = 152; size = 0.460
tree: Dream Palm 1_LOD2.bin; pos=897.160, 6.900, 1217.240; angle = 0; size = 0.470
tree: Dream Palm 3_LOD2.bin; pos=894.780, 6.580, 955.360; angle = 0; size = 0.610
tree: Dream Palm 2_LOD2.bin; pos=913.570, 6.340, 1553.830; angle = 0; size = 0.540
tree: Dream Palm 3_LOD2.bin; pos=915.290, 6.340, 1565.860; angle = 26; size = 0.500
tree: Dream Palm 3_LOD2.bin; pos=917.990, 6.330, 1571.340; angle = 169; size = 0.590
tree: Dream Palm 2_LOD2.bin; pos=921.260, 6.330, 1576.500; angle = 0; size = 0.600
tree: Dream Palm 2_LOD2.bin; pos=928.410, 6.310, 1599.510; angle = 0; size = 0.590
tree: Dream Palm 1_LOD2.bin; pos=928.760, 6.310, 1605.620; angle = 0; size = 0.530
tree: Dream Palm 2_LOD2.bin; pos=927.590, 6.300, 1617.710; angle = 140; size = 0.490
tree: Dream Palm 3_LOD2.bin; pos=914.130, 6.340, 1559.910; angle = 0; size = 0.630
tree: Dream Palm 1_LOD2.bin; pos=1117.470, 6.180, 2085.490; angle = 0; size = 0.660
tree: Dream Palm 2_LOD2.bin; pos=1078.860, 6.180, 2148.820; angle = 205; size = 0.530
tree: Dream Palm 1_LOD2.bin; pos=1139.870, 6.180, 2150.310; angle = 113; size = 0.500
tree: Dream Palm 3_LOD2.bin; pos=1143.680, 6.180, 2168.980; angle = 92; size = 0.450
tree: Dream Palm 1_LOD2.bin; pos=1096.460, 6.180, 2212.030; angle = 282; size = 0.490
tree: Dream Palm 3_LOD2.bin; pos=1150.020, 6.180, 2211.010; angle = 0; size = 0.510
tree: Dream Palm 1_LOD2.bin; pos=1150.240, 6.180, 2204.320; angle = 0; size = 0.450
tree: Dream Palm 3_LOD2.bin; pos=1149.890, 6.180, 2197.630; angle = 230; size = 0.500
tree: Dream Palm 1_LOD2.bin; pos=1059.060, 6.180, 2098.590; angle = 307; size = 0.580
tree: Dream Palm 3_LOD2.bin; pos=1279.630, 10.740, 2691.470; angle = 0; size = 0.650
tree: Dream Palm 2_LOD2.bin; pos=1211.120, 9.680, 2623.860; angle = 0; size = 0.510
tree: Dream Palm 1_LOD2.bin; pos=1154.920, 6.280, 2236.880; angle = 50; size = 0.500
tree: Dream Palm 1_LOD2.bin; pos=1293.410, 8.020, 2709.980; angle = 0; size = 0.600
tree: Dream Palm 1_LOD2.bin; pos=1294.670, 8.610, 2720.780; angle = 344; size = 0.660
tree: Dream Palm 1_LOD2.bin; pos=1298.560, 7.060, 2732.380; angle = 130; size = 0.530
tree: Dream Palm 1_LOD2.bin; pos=1301.560, 6.240, 2734.360; angle = 325; size = 0.530
tree: Dream Palm 2_LOD2.bin; pos=1302.230, -0.000, 2742.070; angle = 0; size = 0.470
tree: Dream Palm 2_LOD2.bin; pos=1267.760, 6.710, 2855.590; angle = 0; size = 0.570
tree: Dream Palm 1_LOD2.bin; pos=1275.060, 6.480, 2884.120; angle = 2; size = 0.620
tree: Dream Palm 2_LOD2.bin; pos=1236.070, -0.000, 2739.120; angle = 321; size = 0.570
tree: Dream Palm 2_LOD2.bin; pos=1295.950, 7.320, 2711.970; angle = 0; size = 0.590
tree: Dream Palm 3_LOD2.bin; pos=547.780, 5.740, 10660.240; angle = 218; size = 0.500
tree: Dream Palm 1_LOD2.bin; pos=522.470, 5.780, 10675.280; angle = 166; size = 0.500
tree: Dream Palm 3_LOD2.bin; pos=449.780, 5.620, 10710.920; angle = 0; size = 0.560
tree: Dream Palm 2_LOD2.bin; pos=477.750, 5.710, 10697.280; angle = 317; size = 0.500
tree: Dream Palm 3_LOD2.bin; pos=493.720, 5.770, 10747.790; angle = 188; size = 0.530
tree: Dream Palm 2_LOD2.bin; pos=1091.950, 6.980, 10449.280; angle = 0; size = 0.600
tree: Dream Palm 2_LOD2.bin; pos=1107.920, 6.900, 10439.890; angle = 0; size = 0.490
tree: Dream Palm 1_LOD2.bin; pos=1118.860, 6.840, 10434.280; angle = 291; size = 0.670
tree: Dream Palm 2_LOD2.bin; pos=1124.460, 6.810, 10431.670; angle = 0; size = 0.480
tree: Dream Palm 1_LOD2.bin; pos=1097.210, 6.950, 10446.050; angle = 175; size = 0.590
tree: Dream Palm 3_LOD2.bin; pos=581.100, 5.790, 10704.310; angle = 0; size = 0.600
tree: Dream Palm 2_LOD2.bin; pos=728.030, 5.090, 10568.870; angle = 0; size = 0.580
tree: Dream Palm 3_LOD2.bin; pos=701.360, 5.200, 10585.780; angle = 0; size = 0.550
tree: Dream Palm 1_LOD2.bin; pos=580.880, 5.630, 10646.050; angle = 0; size = 0.630
tree: Dream Palm 2_LOD2.bin; pos=718.020, 5.300, 10634.970; angle = 260; size = 0.470
tree: Dream Palm 3_LOD2.bin; pos=154.270, 4.610, 10860.350; angle = 0; size = 0.520
tree: Dream Palm 2_LOD2.bin; pos=816.220, 4.930, 10587.450; angle = 0; size = 0.530
tree: Dream Palm 3_LOD2.bin; pos=754.680, 5.000, 10557.670; angle = 217; size = 0.490
tree: Dream Palm 1_LOD2.bin; pos=-320.080, 0.260, 11150.370; angle = 0; size = 0.550
tree: Dream Palm 3_LOD2.bin; pos=-234.030, -0.220, 11054.740; angle = 258; size = 0.500
tree: Dream Palm 2_LOD2.bin; pos=187.810, 4.720, 10844.850; angle = 294; size = 0.590
tree: Dream Palm 2_LOD2.bin; pos=313.350, 5.080, 10846.260; angle = 303; size = 0.590
tree: Dream Palm 3_LOD2.bin; pos=246.930, 4.930, 10867.900; angle = 0; size = 0.500
tree: Dream Palm 2_LOD2.bin; pos=1141.270, 6.720, 10423.900; angle = 0; size = 0.570
tree: Dream Palm 3_LOD2.bin; pos=1163.360, 6.600, 10412.970; angle = 233; size = 0.560
tree: Dream Palm 3_LOD2.bin; pos=1179.790, 6.510, 10404.430; angle = 0; size = 0.540
tree: Dream Palm 1_LOD2.bin; pos=1185.210, 6.470, 10401.540; angle = 0; size = 0.590
tree: Dream Palm 2_LOD2.bin; pos=1152.340, 6.660, 10418.520; angle = 0; size = 0.580
tree: Dream Palm 2_LOD2.bin; pos=922.880, -0.920, -1095.250; angle = 0; size = 0.460
tree: Dream Palm 1_LOD2.bin; pos=916.060, -0.770, -1039.940; angle = 0; size = 0.540
tree: Dream Palm 1_LOD2.bin; pos=913.410, -0.970, -1053.760; angle = 0; size = 0.580
tree: Dream Palm 1_LOD2.bin; pos=916.570, -0.930, -1070.760; angle = 93; size = 0.610
tree: Dream Palm 1_LOD2.bin; pos=916.300, -0.840, -1059.080; angle = 0; size = 0.600
tree: Dream Palm 1_LOD2.bin; pos=919.770, -0.950, -1086.250; angle = 0; size = 0.460
tree: Dream Palm 1_LOD2.bin; pos=913.180, -0.690, -1021.410; angle = 0; size = 0.560
tree: Dream Palm 1_LOD2.bin; pos=912.800, -0.660, -1012.790; angle = 333; size = 0.640
tree: Dream Palm 2_LOD2.bin; pos=966.410, -1.880, -1043.640; angle = 296; size = 0.670
tree: Dream Palm 2_LOD2.bin; pos=928.430, -1.080, -1130.620; angle = 334; size = 0.670
tree: Dream Palm 1_LOD2.bin; pos=2287.360, 4.030, -2342.980; angle = 12; size = 0.600
tree: Dream Palm 1_LOD2.bin; pos=2218.550, 1.560, -2385.260; angle = 0; size = 0.620
tree: Dream Palm 2_LOD2.bin; pos=2208.370, 2.470, -2376.300; angle = 0; size = 0.550
tree: Dream Palm 3_LOD2.bin; pos=2202.040, 3.100, -2371.820; angle = 0; size = 0.630
tree: Dream Palm 3_LOD2.bin; pos=2186.770, 4.360, -2356.560; angle = 0; size = 0.480
tree: Dream Palm 3_LOD2.bin; pos=2220.930, 5.800, -2302.000; angle = 0; size = 0.560
tree: Dream Palm 3_LOD2.bin; pos=2226.880, 4.970, -2309.510; angle = 0; size = 0.570
tree: Dream Palm 2_LOD2.bin; pos=2240.360, 4.130, -2319.670; angle = 326; size = 0.570
tree: Dream Palm 1_LOD2.bin; pos=2263.980, 2.660, -2336.760; angle = 232; size = 0.480
tree: Dream Palm 1_LOD2.bin; pos=2231.090, 1.910, -2400.530; angle = 310; size = 0.570
tree: Dream Palm 3_LOD2.bin; pos=907.200, 5.590, 91.640; angle = 0; size = 0.560
tree: Dream Palm 1_LOD2.bin; pos=954.980, 5.120, 178.110; angle = 0; size = 0.620
tree: Dream Palm 1_LOD2.bin; pos=905.730, 5.300, 163.650; angle = 0; size = 0.540
tree: Dream Palm 2_LOD2.bin; pos=1162.300, -6.690, -1454.650; angle = 0; size = 0.490
tree: Dream Palm 3_LOD2.bin; pos=1172.580, -5.620, -1461.390; angle = 343; size = 0.570
tree: Dream Palm 2_LOD2.bin; pos=1175.870, -5.170, -1463.860; angle = 0; size = 0.650
tree: Dream Palm 1_LOD2.bin; pos=1180.200, -4.560, -1470.560; angle = 0; size = 0.470
tree: Dream Palm 2_LOD2.bin; pos=1190.110, -3.000, -1477.710; angle = 75; size = 0.650
tree: Dream Palm 1_LOD2.bin; pos=1212.350, 0.590, -1495.770; angle = 0; size = 0.500
tree: Dream Palm 1_LOD2.bin; pos=1228.140, 0.100, -1466.400; angle = 0; size = 0.580
tree: Dream Palm 2_LOD2.bin; pos=1218.450, -1.690, -1458.670; angle = 154; size = 0.510
tree: Dream Palm 3_LOD2.bin; pos=1212.190, -2.820, -1453.370; angle = 5; size = 0.470
tree: Dream Palm 1_LOD2.bin; pos=1199.640, -4.820, -1442.680; angle = 0; size = 0.530
tree: Dream Palm 1_LOD2.bin; pos=1196.540, -5.300, -1439.980; angle = 0; size = 0.610
tree: Dream Palm 2_LOD2.bin; pos=1193.410, -5.720, -1437.310; angle = 0; size = 0.510
tree: Dream Palm 2_LOD2.bin; pos=1186.110, -6.420, -1431.120; angle = 12; size = 0.600
tree: Dream Palm 1_LOD2.bin; pos=1188.920, -6.040, -1434.150; angle = 128; size = 0.540
tree: Dream Palm 2_LOD2.bin; pos=1201.090, -4.440, -1445.210; angle = 287; size = 0.570
tree: Dream Palm 2_LOD2.bin; pos=1204.240, -4.000, -1447.880; angle = 0; size = 0.480
tree: Dream Palm 3_LOD2.bin; pos=1214.430, -2.490, -1454.630; angle = 104; size = 0.670
tree: Dream Palm 1_LOD2.bin; pos=1219.540, -1.610, -1461.050; angle = 0; size = 0.590
tree: Dream Palm 1_LOD2.bin; pos=1227.230, 0.180, -1463.200; angle = 0; size = 0.570
tree: Dream Palm 2_LOD2.bin; pos=1234.170, 0.870, -1473.270; angle = 0; size = 0.490
tree: Dream Palm 3_LOD2.bin; pos=1237.280, 1.450, -1475.870; angle = 0; size = 0.660
tree: Dream Palm 3_LOD2.bin; pos=2301.780, 3.090, -2357.730; angle = 0; size = 0.660
tree: Dream Palm 3_LOD2.bin; pos=2329.100, 1.430, -2388.660; angle = 243; size = 0.500
